ORDEM;VENDA_ID;VENDA_DATA;VENDA_ANO;VENDA_MES;VENDA_STATUS;VENDA_TAMANHO;VENDA_PEDIDO;VENDA_ITEM;VENDA_QTDE;VENDA_TOTAL;PRECO_UNITARIO;PRECO_SUGERIDO;PRODUTO_CODIGO;PRODUTO_LINHA;CLIENTE_CODIGO;CLIENTE_NOME;CLIENTE_FONE;CLIENTE_ENDERECO;CLIENTE_COMPLEMENTO;CLIENTE_CIDADE;CLIENTE_ESTADO;CLIENTE_PAIS;CLIENTE_TERRITORIO;CONTATO_NOME;CONTATO_SOBRENOME
2523;10273;7/21/2004;2004;7;Enviado;Pequeno;3;14;21;2146.2;100;86;S700_1938;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
2524;10282;8/20/2004;2004;8;Enviado;Médio;3;2;43;3724.23;86.61;86;S700_1938;Embarcações;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
2525;10293;09/09/2004;2004;9;Enviado;Pequeno;3;5;29;2084.81;71.89;86;S700_1938;Embarcações;C10100;Amica Models & Co.;F.011-4988555;Via Monte Bianco 34;;Torino;;Itália;Europa, Oriente Médio e África;Paolo;Accorti
2526;10306;10/14/2004;2004;10;Enviado;Médio;4;10;38;3488.78;91.81;86;S700_1938;Embarcações;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
2527;10314;10/22/2004;2004;10;Enviado;Pequeno;4;2;23;1753.06;76.22;86;S700_1938;Embarcações;C8200;Heintze Collectables;F.86 21 3555;Smagsloget 45;;Aaarhus;;Dinamarca;Europa, Oriente Médio e África;Palle;Ibsen
2528;10327;11/10/2004;2004;11;Resolvido;Médio;4;7;20;3469.2;100;86;S700_1938;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
2529;10337;11/21/2004;2004;11;Enviado;Pequeno;4;9;36;2530.8;70.3;86;S700_1938;Embarcações;C10022;Classic Legends Inc.;F.2125558493;5905 Pompton St.;Suite 750;NYC;NY;Estados Unidos;América do Norte;Maria;Hernandez
2530;10350;12/02/2004;2004;12;Enviado;Pequeno;4;4;28;2924.32;100;86;S700_1938;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2531;10372;1/26/2005;2005;1;Enviado;Médio;1;2;44;4496.8;100;86;S700_1938;Embarcações;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
2532;10384;2/23/2005;2005;2;Enviado;Médio;1;1;49;6397.44;100;86;S700_1938;Embarcações;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
2533;10178;11/08/2003;2003;11;Enviado;Médio;4;4;42;6490.68;100;157;S18_1662;Aviões;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
2534;10414;05/06/2005;2005;5;Aguardando;Médio;2;13;34;3533.62;100;86;S700_1938;Embarcações;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2535;10106;2/17/2003;2003;2;Enviado;Médio;1;16;30;3177.3;100;90;S700_2047;Embarcações;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2536;10119;4/28/2003;2003;4;Enviado;Pequeno;2;7;29;2730.06;94.14;90;S700_2047;Embarcações;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
2537;10131;6/16/2003;2003;6;Enviado;Pequeno;2;8;22;1891.78;85.99;90;S700_2047;Embarcações;C97561;Gift Ideas Corp.;F.2035554407;2440 Pompton St.;;Glendale;CT;Estados Unidos;América do Norte;Dan;Lewis
2538;10143;08/10/2003;2003;8;Enviado;Pequeno;3;11;26;2612.48;100;90;S700_2047;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2539;10155;10/06/2003;2003;10;Enviado;Pequeno;4;9;32;2925.76;91.43;90;S700_2047;Embarcações;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
2540;10167;10/23/2003;2003;10;Cancelado;Pequeno;4;5;29;2940.02;100;90;S700_2047;Embarcações;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
2541;10178;11/08/2003;2003;11;Enviado;Pequeno;4;5;34;2748.56;80.84;68;S24_2841;Aviões;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
2542;10186;11/14/2003;2003;11;Enviado;Pequeno;4;5;24;2389.68;99.57;90;S700_2047;Embarcações;CWA1 1DP;Double Decker Gift Stores, Ltd;F.(171) 555-7555;120 Hanover Sq.;;London;;Reino Unido;Europa, Oriente Médio e África;Thomas;Hardy
2543;10197;11/26/2003;2003;11;Enviado;Pequeno;4;2;24;2172.48;90.52;90;S700_2047;Embarcações;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
2544;10209;01/09/2004;2004;1;Enviado;Pequeno;1;4;33;2927.43;88.71;90;S700_2047;Embarcações;;Men 'R' US Retailers, Ltd.;F.2155554369;6047 Douglas Av.;;Los Angeles;CA;Estados Unidos;América do Norte;Michael;Chandler
2545;10222;2/19/2004;2004;2;Enviado;Pequeno;1;8;26;2659.54;100;90;S700_2047;Embarcações;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
2546;10249;05/08/2004;2004;5;Enviado;Médio;2;4;40;3838;95.95;90;S700_2047;Embarcações;C51247;Cambridge Collectables Co.;F.6175555555;4658 Baden Av.;;Cambridge;MA;Estados Unidos;América do Norte;Kyung;Tseng
2547;10262;6/24/2004;2004;6;Cancelado;Médio;2;13;44;4142.16;94.14;90;S700_2047;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2548;10274;7/21/2004;2004;7;Enviado;Pequeno;3;5;24;2172.48;90.52;90;S700_2047;Embarcações;C58339;Collectables For Less Inc.;F.6175558555;7825 Douglas Av.;;Brickhaven;MA;Estados Unidos;América do Norte;Allen;Nelson
2549;10283;8/20/2004;2004;8;Enviado;Pequeno;3;2;20;1882.8;94.14;90;S700_2047;Embarcações;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
2550;10296;9/15/2004;2004;9;Enviado;Médio;3;11;34;3477.86;100;90;S700_2047;Embarcações;C80686;Bavarian Collectables Imports, Co.;F.+49 89 61 08 9555;Hansastr. 15;;Munich;;Alemanha;Europa, Oriente Médio e África;Michael;Donnermeyer
2551;10307;10/14/2004;2004;10;Enviado;Médio;4;5;34;3323.84;97.76;90;S700_2047;Embarcações;C71270;Classic Gift Ideas, Inc;F.2155554695;782 First Street;;Philadelphia;PA;Estados Unidos;América do Norte;Francisca;Cervantes
2552;10316;11/01/2004;2004;11;Enviado;Médio;4;13;45;4195.8;93.24;90;S700_2047;Embarcações;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
2553;10328;11/12/2004;2004;11;Enviado;Médio;4;9;41;4156.58;100;90;S700_2047;Embarcações;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2554;10339;11/23/2004;2004;11;Enviado;Médio;4;15;55;3918.75;71.25;90;S700_2047;Embarcações;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
2555;10352;12/03/2004;2004;12;Enviado;Pequeno;4;3;23;2352.67;100;90;S700_2047;Embarcações;C58339;Auto-Moto Classics Inc.;F.6175558428;16780 Pompton St.;;Brickhaven;MA;Estados Unidos;América do Norte;Leslie;Taylor
2556;10361;12/17/2004;2004;12;Enviado;Pequeno;4;14;24;1089.36;45.39;90;S700_2047;Embarcações;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
2557;10373;1/31/2005;2005;1;Enviado;Pequeno;1;15;32;2701.12;84.41;90;S700_2047;Embarcações;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
2558;10386;03/01/2005;2005;3;Resolvido;Pequeno;1;13;29;2487.04;85.76;90;S700_2047;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2559;10398;3/30/2005;2005;3;Enviado;Médio;1;7;36;3910.32;100;90;S700_2047;Embarcações;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
2560;10400;04/01/2005;2005;4;Enviado;Médio;2;5;46;4038.8;87.8;90;S700_2047;Embarcações;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
2561;10415;05/09/2005;2005;5;Disputado;Médio;2;4;32;3070.4;95.95;90;S700_2047;Embarcações;C3150;Australian Collectables, Ltd;F.61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;Austrália;Ásia-Pacífico;Sean;Connery
2562;10106;2/17/2003;2003;2;Enviado;Médio;1;9;34;3763.46;100;99;S700_2466;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2563;10120;4/29/2003;2003;4;Enviado;Pequeno;2;15;24;2584.8;100;99;S700_2466;Aviões;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
2564;10131;6/16/2003;2003;6;Enviado;Médio;2;1;40;4427.6;100;99;S700_2466;Aviões;C97561;Gift Ideas Corp.;F.2035554407;2440 Pompton St.;;Glendale;CT;Estados Unidos;América do Norte;Dan;Lewis
2565;10143;08/10/2003;2003;8;Enviado;Pequeno;3;4;26;2152.02;82.77;99;S700_2466;Aviões;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2566;10155;10/06/2003;2003;10;Enviado;Pequeno;4;2;20;2353.4;100;99;S700_2466;Aviões;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
2567;10168;10/28/2003;2003;10;Enviado;Médio;4;16;31;3431.39;100;99;S700_2466;Aviões;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
2568;10178;11/08/2003;2003;11;Enviado;Pequeno;4;6;27;1988.28;73.64;65;S24_3420;Carros Usados;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
2569;10198;11/27/2003;2003;11;Enviado;Médio;4;1;42;4774.56;100;99;S700_2466;Aviões;C1227 MM;Cruz & Sons Co.;F.+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;Filipinas;Japão;Arnold;Cruz
2570;10210;01/12/2004;2004;1;Enviado;Pequeno;1;14;26;2592.72;99.72;99;S700_2466;Aviões;C530-0003;Osaka Souveniers Co.;F.+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;Japão;Japão;Mory;Kentary
2571;10222;2/19/2004;2004;2;Enviado;Médio;1;1;37;3246.75;87.75;99;S700_2466;Aviões;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
2572;10235;04/02/2004;2004;4;Enviado;Médio;2;10;38;3372.5;88.75;99;S700_2466;Aviões;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
2573;10250;05/11/2004;2004;5;Enviado;Médio;2;11;35;3909.15;100;99;S700_2466;Aviões;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
2574;10262;6/24/2004;2004;6;Cancelado;Pequeno;2;6;33;2994.75;90.75;99;S700_2466;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2575;10275;7/23/2004;2004;7;Enviado;Médio;3;16;39;4472.52;100;99;S700_2466;Aviões;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2576;10284;8/21/2004;2004;8;Enviado;Médio;3;8;45;4576.95;100;99;S700_2466;Aviões;CN 0106;Norway Gifts By Mail, Co.;F.+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;Noruega;Europa, Oriente Médio e África;Jan;Klaeboe
2577;10296;9/15/2004;2004;9;Enviado;Pequeno;3;4;24;2441.04;100;99;S700_2466;Aviões;C80686;Bavarian Collectables Imports, Co.;F.+49 89 61 08 9555;Hansastr. 15;;Munich;;Alemanha;Europa, Oriente Médio e África;Michael;Donnermeyer
2578;10308;10/15/2004;2004;10;Enviado;Médio;4;14;35;3106.25;88.75;99;S700_2466;Aviões;C24067;Mini Classics;F.9145554562;3758 North Pendale Street;;White Plains;NY;Estados Unidos;América do Norte;Steve;Frick
2579;10316;11/01/2004;2004;11;Enviado;Pequeno;4;6;23;2706.41;100;99;S700_2466;Aviões;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
2580;10328;11/12/2004;2004;11;Enviado;Médio;4;10;37;4021.53;100;99;S700_2466;Aviões;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
2581;10340;11/24/2004;2004;11;Enviado;Médio;4;7;55;4826.25;87.75;99;S700_2466;Aviões;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
2582;10352;12/03/2004;2004;12;Enviado;Médio;4;2;49;4935.28;100;99;S700_2466;Aviões;C58339;Auto-Moto Classics Inc.;F.6175558428;16780 Pompton St.;;Brickhaven;MA;Estados Unidos;América do Norte;Leslie;Taylor
2583;10361;12/17/2004;2004;12;Enviado;Pequeno;4;9;26;2754.7;100;99;S700_2466;Aviões;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
2584;10375;02/03/2005;2005;2;Enviado;Médio;1;1;33;3856.71;100;99;S700_2466;Aviões;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
2585;10386;03/01/2005;2005;3;Resolvido;Médio;1;14;37;3102.08;83.84;99;S700_2466;Aviões;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2586;10398;3/30/2005;2005;3;Enviado;Pequeno;1;8;22;1908.72;86.76;99;S700_2466;Aviões;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
2587;10401;04/03/2005;2005;4;Aguardando;Grande;2;10;85;7543.75;88.75;99;S700_2466;Aviões;C94019;Tekni Collectables Inc.;F.2015559350;7476 Moss Rd.;;Newark;NJ;Estados Unidos;América do Norte;William;Brown
2588;10416;05/10/2005;2005;5;Enviado;Pequeno;2;11;22;2457.18;100;99;S700_2466;Aviões;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
2589;10105;02/11/2003;2003;2;Enviado;Pequeno;1;3;31;2038.87;65.77;72;S700_2610;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
2590;10119;4/28/2003;2003;4;Enviado;Pequeno;2;12;38;2499.26;65.77;72;S700_2610;Embarcações;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
2591;10129;06/12/2003;2003;6;Enviado;Médio;2;3;45;3838.05;85.29;72;S700_2610;Embarcações;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
2592;10143;08/10/2003;2003;8;Enviado;Pequeno;3;16;31;2643.99;85.29;72;S700_2610;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2593;10154;10/02/2003;2003;10;Enviado;Pequeno;4;1;36;2315.88;64.33;72;S700_2610;Embarcações;C92561;Boards & Toys Co.;F.3105552373;4097 Douglas Av.;;Glendale;CA;Estados Unidos;América do Norte;Leslie;Young
2594;10167;10/23/2003;2003;10;Cancelado;Médio;4;10;46;3225.06;70.11;72;S700_2610;Embarcações;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
2595;10177;11/07/2003;2003;11;Enviado;Pequeno;4;1;32;2451.84;76.62;72;S700_2610;Embarcações;C28023;CAF Imports;F.+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;Espanha;Europa, Oriente Médio e África;Jesus;Fernandez
2596;10185;11/14/2003;2003;11;Enviado;Pequeno;4;1;39;2254.98;57.82;72;S700_2610;Embarcações;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
2597;10197;11/26/2003;2003;11;Enviado;Médio;4;7;50;3939.5;78.79;72;S700_2610;Embarcações;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
2598;10208;01/02/2004;2004;1;Enviado;Médio;1;1;46;3424.7;74.45;72;S700_2610;Embarcações;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
2599;10222;2/19/2004;2004;2;Enviado;Pequeno;1;13;36;2914.2;80.95;72;S700_2610;Embarcações;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
2600;10233;3/29/2004;2004;3;Enviado;Pequeno;1;1;29;2389.6;82.4;72;S700_2610;Embarcações;C94019;Tekni Collectables Inc.;F.2015559350;7476 Moss Rd.;;Newark;NJ;Estados Unidos;América do Norte;William;Brown
2601;10248;05/07/2004;2004;5;Cancelado;Pequeno;2;4;32;2428.48;75.89;72;S700_2610;Embarcações;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
2602;10261;6/17/2004;2004;6;Enviado;Médio;2;2;44;3021.48;68.67;72;S700_2610;Embarcações;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
2603;10273;7/21/2004;2004;7;Enviado;Pequeno;3;5;42;2610.72;62.16;72;S700_2610;Embarcações;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
2604;10283;8/20/2004;2004;8;Enviado;Médio;3;7;47;3091.19;65.77;72;S700_2610;Embarcações;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
2605;10295;09/10/2004;2004;9;Enviado;Pequeno;3;2;44;2576.2;58.55;72;S700_2610;Embarcações;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2606;10306;10/14/2004;2004;10;Enviado;Médio;4;1;43;3232.31;75.17;72;S700_2610;Embarcações;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
2607;10316;11/01/2004;2004;11;Enviado;Médio;4;18;48;3573.6;74.45;72;S700_2610;Embarcações;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
2608;10327;11/10/2004;2004;11;Resolvido;Pequeno;4;1;21;2022.51;96.31;72;S700_2610;Embarcações;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
2609;10339;11/23/2004;2004;11;Enviado;Médio;4;9;50;3717.5;74.35;72;S700_2610;Embarcações;C106-0032;Tokyo Collectables, Ltd;F.+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;Japão;Japão;Akiko;Shimamura
2610;10350;12/02/2004;2004;12;Enviado;Pequeno;4;12;29;2185.15;75.35;72;S700_2610;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2611;10373;1/31/2005;2005;1;Enviado;Pequeno;1;16;41;2883.53;70.33;72;S700_2610;Embarcações;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
2612;10386;03/01/2005;2005;3;Resolvido;Médio;1;10;37;5017.57;100;72;S700_2610;Embarcações;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
2613;10178;11/08/2003;2003;11;Enviado;Pequeno;4;7;45;2301.75;51.15;49;S72_1253;Aviões;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
2614;10414;05/06/2005;2005;5;Aguardando;Pequeno;2;4;31;2352.59;75.89;72;S700_2610;Embarcações;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
2615;10103;1/29/2003;2003;1;Enviado;Médio;1;6;42;4460.82;100;101;S700_2824;Carros Novos;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
2616;10114;04/01/2003;2003;4;Enviado;Médio;2;10;42;4758.18;100;101;S700_2824;Carros Novos;C75012;La Corne D'abondance, Co.;F.(1) 42.34.2555;265, boulevard Charonne;;Paris;;França;Europa, Oriente Médio e África;Marie;Bertrand
2617;10126;5/28/2003;2003;5;Enviado;Médio;2;6;45;4597.2;100;101;S700_2824;Carros Novos;C28023;Corrida Auto Replicas, Ltd;F.(91) 555 22 82;C/ Araquil, 67;;Madrid;;Espanha;Europa, Oriente Médio e África;Mart¡n;Sommer
2618;10140;7/24/2003;2003;7;Enviado;Médio;3;6;36;4114.8;100;101;S700_2824;Carros Novos;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
2619;10150;9/19/2003;2003;9;Enviado;Pequeno;3;3;20;2104;100;101;S700_2824;Carros Novos;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
2620;10164;10/21/2003;2003;10;Resolvido;Médio;4;4;39;3195.27;81.93;101;S700_2824;Carros Novos;C8010;Mini Auto Werke;F.7675-3555;Kirchgasse 6;;Graz;;Áustria;Europa, Oriente Médio e África;Roland;Mendel
2621;10175;11/06/2003;2003;11;Enviado;Médio;4;11;42;3611.16;85.98;101;S700_2824;Carros Novos;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
2622;10183;11/13/2003;2003;11;Enviado;Pequeno;4;3;23;2000.77;86.99;101;S700_2824;Carros Novos;C71270;Classic Gift Ideas, Inc;F.2155554695;782 First Street;;Philadelphia;PA;Estados Unidos;América do Norte;Francisca;Cervantes
2623;10194;11/25/2003;2003;11;Enviado;Pequeno;4;6;26;2314.26;89.01;101;S700_2824;Carros Novos;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
2624;10206;12/05/2003;2003;12;Enviado;Médio;4;1;33;3871.89;100;101;S700_2824;Carros Novos;CV3F 2K1;Canadian Gift Exchange Network;F.(604) 555-3392;1900 Oak St.;;Vancouver;BC;Canadá;América do Norte;Yoshi;Tannamuri
